회원번호,가입일,첫구매일,최종구매일,누적구매횟수,평균주문금액,멤버쉽가입,신규멤버쉽가입,광고문자수신동의
392118,2017-06-27,2017-06-27,2019-06-17,116,44971,N,Y,Y
392128,2017-06-27,2017-09-07,2019-06-07,12,102041,N,N,Y
392514,2017-06-27,2019-04-03,2019-06-14,13,68564,N,N,Y
392673,2017-06-27,2017-06-27,2019-06-18,77,64312,N,N,Y
393148,2017-06-28,2017-06-28,2019-05-31,19,49814,N,N,Y
393222,2017-06-28,2017-06-28,2019-06-16,32,58079,N,N,Y
393903,2017-06-29,2017-07-31,2019-06-13,145,65048,N,N,Y
394275,2017-06-29,2017-06-29,2019-05-31,71,70218,N,N,Y
394429,2017-06-29,2017-06-29,2019-06-17,24,82254,N,N,Y
394544,2017-06-29,2017-06-30,2019-06-11,41,45346,N,N,Y
394579,2017-06-29,2017-06-29,2019-06-16,113,103273,N,N,Y
394599,2017-06-29,2017-06-29,2019-06-15,55,58230,N,N,Y
394904,2017-06-30,2017-07-03,2019-06-10,16,57173,N,N,Y
395038,2017-06-30,2017-06-30,2019-06-17,26,56470,N,N,N
395100,2017-06-30,2017-06-30,2019-06-18,121,76826,N,N,Y
395273,2017-06-30,2017-06-30,2019-06-11,83,103867,N,N,N
395344,2017-06-30,2017-07-01,2019-06-17,41,65932,N,N,Y
395403,2017-06-30,2017-07-09,2019-06-11,126,73724,N,N,N
395489,2017-06-30,2017-06-30,2019-06-13,114,101464,N,N,Y
395495,2017-06-30,2017-06-30,2019-06-10,51,52775,N,N,N
395809,2017-07-01,2017-07-17,2019-06-17,56,101060,N,N,N
395902,2017-07-01,2017-08-17,2019-06-05,46,282696,N,N,N
396024,2017-07-01,2019-01-27,2019-06-10,16,104736,N,N,Y
396025,2017-07-01,2017-07-01,2019-06-05,64,71450,N,N,Y
396132,2017-07-01,2018-02-06,2019-06-12,135,46789,N,N,N
396348,2017-07-02,2017-10-29,2019-06-16,47,50341,N,N,Y
396374,2017-07-02,2017-07-02,2019-05-28,37,95662,N,N,N
396558,2017-07-02,2017-07-02,2019-06-16,114,59221,N,N,Y
397332,2017-07-03,2017-07-04,2019-06-10,38,72084,N,N,Y
397467,2017-07-03,2017-07-03,2019-06-09,41,70920,N,N,Y
397495,2017-07-03,2017-07-03,2019-06-17,150,53274,N,Y,Y
397508,2017-07-03,2017-07-04,2019-06-17,236,27698,N,Y,Y
397534,2017-07-03,2017-07-03,2019-06-17,168,24077,N,Y,Y
397832,2017-07-04,2017-07-04,2019-06-18,161,78691,N,N,Y
397928,2017-07-04,2018-09-28,2019-06-17,45,49315,N,Y,Y
398123,2017-07-04,2017-07-04,2019-06-15,283,30918,N,N,Y
398130,2017-07-04,2017-07-05,2019-06-09,29,50889,N,N,Y
398287,2017-07-04,2017-10-31,2019-06-17,66,77181,N,N,N
398409,2017-07-04,2017-07-19,2019-05-28,39,84084,N,N,Y
398475,2017-07-04,2017-07-06,2019-05-29,92,93411,N,N,N
398710,2017-07-05,2017-07-05,2019-06-17,81,68385,N,N,Y
398718,2017-07-05,2017-07-05,2019-06-14,45,29582,N,N,N
399007,2017-07-05,2017-07-06,2019-06-18,125,27469,N,Y,N
399154,2017-07-05,2017-07-05,2019-06-07,118,60072,N,N,Y
399910,2017-07-06,2017-07-06,2019-06-14,174,29074,N,Y,Y
400001,2017-07-06,2017-07-06,2019-06-18,70,74019,N,N,Y
400109,2017-07-06,2017-07-06,2019-06-16,48,69694,N,N,Y
400110,2017-07-06,2017-07-06,2019-06-12,30,74579,N,N,Y
400523,2017-07-07,2018-01-09,2019-06-14,70,79174,N,N,Y
400594,2017-07-07,2017-07-07,2019-06-14,122,79405,N,N,N
400641,2017-07-07,2017-07-07,2019-06-15,110,55036,N,N,Y
400720,2017-07-07,2017-07-07,2019-06-18,50,77925,N,N,Y
401439,2017-07-08,2017-07-08,2019-06-17,78,91441,N,N,Y
401647,2017-07-09,2018-09-16,2019-06-18,42,54991,N,N,Y
401649,2017-07-09,2017-07-09,2019-06-13,74,76034,N,N,Y
401835,2017-07-09,2017-07-09,2019-06-15,79,72088,N,N,Y
401928,2017-07-09,2017-07-09,2019-06-17,40,55543,N,N,Y
401954,2017-07-09,2018-10-25,2019-06-11,25,84101,N,N,Y
402260,2017-07-10,2017-07-10,2019-06-10,51,68856,N,N,Y
402415,2017-07-10,2017-07-10,2019-06-16,139,44264,N,N,Y
402447,2017-07-10,2017-07-10,2019-06-14,86,69665,N,N,Y
402487,2017-07-10,2017-07-10,2019-06-18,159,81487,N,N,Y
402488,2017-07-10,2017-08-07,2019-06-09,135,36538,N,N,Y
402823,2017-07-11,2017-10-26,2019-06-12,64,59488,N,N,Y
402844,2017-07-11,2018-12-08,2019-06-14,32,71830,N,N,Y
402888,2017-07-11,2018-01-15,2019-06-15,31,103518,N,N,Y
402893,2017-07-11,2017-07-12,2019-06-14,115,50802,N,N,Y
403064,2017-07-11,2017-08-13,2019-06-17,66,120248,N,N,Y
403117,2017-07-11,2017-07-12,2019-06-14,77,81206,N,N,N
403121,2017-07-11,2017-07-11,2019-06-15,116,102542,N,N,Y
403149,2017-07-11,2017-11-30,2019-06-04,16,122436,N,N,Y
403263,2017-07-11,2017-07-11,2019-06-18,276,33208,N,Y,Y
403275,2017-07-11,2017-07-12,2019-06-17,85,32140,N,Y,N
403439,2017-07-11,2017-07-12,2019-06-13,55,92607,N,N,N
403591,2017-07-12,2017-07-12,2019-06-17,18,70444,N,N,Y
403603,2017-07-12,2017-07-12,2019-06-13,121,75348,N,N,N
403715,2017-07-12,2017-07-12,2019-06-16,168,21423,N,Y,Y
403774,2017-07-12,2017-07-17,2019-06-12,134,50011,N,N,Y
403857,2017-07-12,2017-07-12,2019-06-11,58,54568,N,N,Y
403868,2017-07-12,2018-01-03,2019-06-17,36,33431,N,Y,Y
404253,2017-07-13,2017-07-24,2019-06-17,94,76839,N,N,Y
404409,2017-07-13,2017-07-13,2019-06-16,50,82320,N,N,Y
404425,2017-07-13,2018-12-07,2019-06-15,23,63795,N,N,Y
404644,2017-07-13,2018-10-04,2019-06-17,47,71065,N,N,Y
404661,2017-07-13,2017-07-13,2019-06-18,196,61280,N,Y,Y
404669,2017-07-13,2018-10-14,2019-06-18,52,68410,N,N,N
404813,2017-07-14,2018-03-24,2019-06-16,65,55610,N,N,Y
404823,2017-07-14,2017-07-14,2019-06-14,229,27018,N,Y,Y
404932,2017-07-14,2018-04-11,2019-06-12,45,70349,N,N,Y
404979,2017-07-14,2017-08-24,2019-06-09,42,105099,N,N,Y
405021,2017-07-14,2017-07-17,2019-06-17,105,40209,N,Y,N
405022,2017-07-14,2017-07-14,2019-06-16,149,41150,N,N,N
405216,2017-07-14,2019-03-21,2019-06-18,15,76485,N,N,N
405470,2017-07-15,2017-08-22,2019-06-16,97,36621,N,Y,Y
405531,2017-07-15,2017-07-16,2019-06-18,121,59798,N,N,N
405568,2017-07-15,2017-07-15,2019-06-18,73,83498,N,N,N
405953,2017-07-16,2017-07-25,2019-06-12,144,68741,N,N,Y
405983,2017-07-16,2017-07-16,2019-06-16,96,52917,N,N,Y
406201,2017-07-17,2018-10-22,2019-06-17,100,35931,N,Y,Y
406280,2017-07-17,2017-08-08,2019-06-17,244,35886,N,Y,Y
406416,2017-07-17,2017-07-17,2019-06-16,84,53277,N,N,N
406475,2017-07-17,2017-08-17,2019-06-12,47,74621,N,N,Y
406528,2017-07-17,2018-01-25,2019-05-29,38,75620,N,N,Y
406563,2017-07-17,2017-07-20,2019-06-13,66,64801,N,N,Y
406570,2017-07-17,2017-07-31,2019-06-15,133,47465,N,Y,N
406781,2017-07-17,2017-07-17,2019-06-17,63,57847,N,N,Y
407007,2017-07-18,2017-07-19,2019-06-17,92,24100,N,Y,Y
407054,2017-07-18,2017-08-16,2019-06-05,38,165849,N,N,Y
407190,2017-07-18,2017-07-27,2019-06-06,57,124834,N,N,N
407368,2017-07-18,2017-07-18,2019-06-15,88,77780,N,N,Y
407519,2017-07-18,2017-07-22,2019-06-14,68,86256,N,N,Y
407547,2017-07-18,2017-07-18,2019-06-16,49,39326,N,Y,N
407552,2017-07-18,2017-07-19,2019-06-13,53,74379,N,N,Y
407664,2017-07-19,2017-07-19,2019-06-12,43,81557,N,N,Y
408096,2017-07-19,2017-07-19,2019-06-15,51,67110,N,N,Y
408568,2017-07-20,2018-11-22,2019-06-12,17,60338,N,N,Y
408651,2017-07-20,2017-07-20,2019-06-18,116,71628,N,N,Y
408670,2017-07-20,2018-01-29,2019-06-16,25,93241,N,N,Y
408671,2017-07-20,2017-07-21,2019-06-18,21,67530,N,N,Y
408717,2017-07-20,2017-07-20,2019-06-14,208,57173,N,N,Y
408765,2017-07-20,2017-07-20,2019-06-13,40,77288,N,N,Y
409043,2017-07-20,2017-07-21,2019-06-15,66,73954,N,N,N
409080,2017-07-20,2018-10-02,2019-06-18,47,61701,N,Y,Y
409083,2017-07-20,2017-07-20,2019-06-15,87,80233,N,N,N
409142,2017-07-20,2017-07-20,2019-06-14,113,53873,N,N,Y
409388,2017-07-21,2017-07-21,2019-06-05,119,44256,N,N,Y
409398,2017-07-21,2017-07-23,2019-06-16,90,55174,N,N,N
409506,2017-07-21,2017-07-21,2019-06-12,64,146341,N,N,Y
409524,2017-07-21,2017-07-21,2019-05-31,38,102357,N,N,Y
409767,2017-07-21,2017-09-10,2019-06-18,33,81023,N,N,Y
409920,2017-07-22,2018-07-27,2019-06-18,24,82518,N,N,Y
410094,2017-07-22,2018-05-11,2019-06-17,60,64561,N,N,N
410120,2017-07-22,2017-07-25,2019-06-12,95,100776,N,N,N
410202,2017-07-23,2017-12-01,2019-06-13,76,80106,N,N,N
410515,2017-07-23,2019-01-26,2019-06-16,12,128989,N,N,N
410652,2017-07-23,2017-07-24,2019-06-08,68,60302,N,N,N
411076,2017-07-24,2017-07-24,2019-06-03,87,77354,N,N,Y
411107,2017-07-24,2017-07-24,2019-06-18,95,58189,N,N,Y
411157,2017-07-24,2017-07-24,2019-06-06,104,70109,N,N,N
411396,2017-07-24,2017-07-27,2019-06-10,34,62908,N,N,Y
411456,2017-07-25,2018-03-07,2019-06-06,28,64027,N,N,N
411549,2017-07-25,2017-07-25,2019-06-18,102,42165,N,N,Y
411600,2017-07-25,2017-07-30,2019-06-16,197,49814,N,Y,Y
411675,2017-07-25,2017-08-29,2019-06-10,21,52597,N,N,Y
411805,2017-07-25,2017-07-25,2019-06-12,26,77067,N,N,Y
412188,2017-07-25,2018-10-10,2019-06-17,21,57068,N,N,N
412296,2017-07-25,2017-07-31,2019-06-17,204,41279,N,N,Y
412391,2017-07-26,2017-07-26,2019-06-06,25,69093,N,N,Y
412394,2017-07-26,2017-07-30,2019-06-16,127,57674,N,N,Y
412501,2017-07-26,2019-03-31,2019-06-10,12,58649,N,N,Y
412544,2017-07-26,2017-08-04,2019-06-09,76,97982,N,N,Y
412564,2017-07-26,2018-10-07,2019-06-02,56,46914,N,N,N
412663,2017-07-26,2018-07-06,2019-06-14,62,99283,N,N,Y
412850,2017-07-26,2017-08-29,2019-05-28,31,55904,N,N,N
413150,2017-07-27,2017-09-25,2019-06-14,52,75068,N,N,Y
413210,2017-07-27,2018-10-18,2019-05-30,36,57283,N,N,Y
413267,2017-07-27,2017-08-09,2019-06-18,147,32720,N,Y,N
413328,2017-07-27,2017-07-27,2019-06-18,166,41957,N,Y,Y
413806,2017-07-28,2017-07-28,2019-06-14,104,88397,N,N,N
413926,2017-07-28,2017-07-28,2019-06-15,203,58213,Y,N,Y
413978,2017-07-28,2017-07-28,2019-06-13,62,57335,N,N,Y
414000,2017-07-28,2017-07-28,2019-06-17,47,118274,N,N,N
414060,2017-07-28,2017-07-28,2019-06-04,60,110967,N,N,Y
414235,2017-07-28,2018-02-06,2019-06-17,39,71564,N,N,Y
414439,2017-07-29,2017-07-31,2019-06-17,188,22349,N,Y,Y
414737,2017-07-29,2017-07-30,2019-06-14,111,68093,N,N,Y
415073,2017-07-30,2017-07-30,2019-06-15,53,36140,N,Y,Y
415198,2017-07-30,2017-07-30,2019-06-17,88,52189,N,N,Y
415509,2017-07-31,2017-08-01,2019-06-11,110,80978,N,N,Y
415514,2017-07-31,2018-02-02,2019-06-17,58,95667,N,Y,Y
415649,2017-07-31,2017-07-31,2019-06-17,71,61216,N,N,Y
415710,2017-07-31,2017-08-03,2019-06-13,66,38189,N,N,Y
415712,2017-07-31,2017-07-31,2019-06-11,104,81418,N,N,Y
416096,2017-08-01,2017-08-01,2019-05-24,5,113010,N,N,Y
416165,2017-08-01,2019-04-04,2019-06-17,12,83502,N,N,N
416198,2017-08-01,2017-12-16,2019-06-15,42,62842,N,N,N
416289,2017-08-01,2017-08-03,2019-06-14,69,100802,N,N,Y
416347,2017-08-01,2017-08-14,2019-06-18,13,84984,N,N,Y
416371,2017-08-01,2017-08-01,2019-06-17,121,65267,N,N,Y
416809,2017-08-02,2017-08-02,2019-06-13,58,49015,N,Y,Y
416890,2017-08-02,2017-08-03,2019-05-31,52,61476,N,N,Y
417169,2017-08-02,2017-09-17,2019-06-17,57,56522,N,N,Y
417250,2017-08-03,2017-08-03,2019-06-16,39,61616,N,N,Y
417501,2017-08-03,2018-02-04,2019-06-06,59,64985,N,N,Y
417574,2017-08-03,2017-08-03,2019-06-15,121,44131,N,N,N
417810,2017-08-03,2017-08-03,2019-06-16,117,72737,N,N,Y
417898,2017-08-04,2017-08-04,2019-06-18,105,52173,N,N,Y
418166,2017-08-04,2017-08-04,2019-06-11,140,63381,N,N,Y
418309,2017-08-04,2017-08-04,2019-06-11,46,53752,N,N,Y
418452,2017-08-04,2018-09-14,2019-06-18,62,44645,N,Y,Y
418485,2017-08-04,2018-12-04,2019-06-18,23,37925,N,N,Y
418551,2017-08-05,2017-11-11,2019-06-05,25,79114,N,N,Y
418658,2017-08-05,2018-03-20,2019-06-02,27,74130,N,N,Y
418758,2017-08-05,2017-08-27,2019-06-15,60,41586,N,Y,N
418864,2017-08-05,2017-08-09,2019-06-18,274,36734,N,N,N
418891,2017-08-05,2017-08-30,2019-06-15,36,98102,N,N,Y
418904,2017-08-05,2017-08-06,2019-06-17,50,27128,N,Y,Y
419054,2017-08-06,2017-08-07,2019-06-16,121,59296,N,N,Y
419124,2017-08-06,2017-08-08,2019-06-17,55,32476,N,N,Y
419284,2017-08-06,2017-09-01,2019-06-16,106,91949,N,N,Y
419465,2017-08-06,2017-08-06,2019-06-17,28,55397,N,N,Y
419484,2017-08-06,2017-08-07,2019-06-18,159,53336,N,N,Y
419869,2017-08-07,2017-08-07,2019-06-14,61,64233,N,N,N
419978,2017-08-07,2017-08-07,2019-06-16,77,53678,N,N,N
420016,2017-08-07,2017-08-11,2019-06-10,74,81963,N,N,Y
420075,2017-08-07,2017-08-07,2019-06-18,81,40481,N,Y,Y
420329,2017-08-07,2017-08-15,2019-06-13,89,56914,N,N,Y
420371,2017-08-07,2017-08-12,2019-06-18,90,30007,N,Y,Y
420408,2017-08-08,2017-08-08,2019-06-04,34,84760,N,N,Y
420522,2017-08-08,2017-08-08,2019-06-18,116,44700,N,N,Y
420683,2017-08-08,2018-11-29,2019-05-31,13,88391,N,N,Y
420721,2017-08-08,2018-06-04,2019-06-11,26,66527,N,N,Y
420849,2017-08-08,2018-01-24,2019-05-25,37,72538,N,N,Y
420925,2017-08-08,2017-08-08,2019-06-17,321,18443,Y,N,Y
421067,2017-08-08,2017-08-09,2019-06-17,10,71952,N,N,Y
421191,2017-08-08,2017-08-14,2019-06-18,101,45379,N,Y,N
421227,2017-08-08,2019-05-06,2019-06-13,19,37377,N,N,Y
421641,2017-08-09,2017-08-09,2019-06-17,85,61640,N,N,Y
421781,2017-08-09,2017-12-14,2019-05-31,43,118686,N,N,Y
422019,2017-08-09,2017-08-09,2019-06-16,72,31248,N,Y,N
422086,2017-08-09,2017-08-09,2019-06-17,49,117911,N,N,Y
422118,2017-08-09,2017-08-10,2019-06-18,74,49792,N,N,N
422192,2017-08-09,2017-08-10,2019-06-16,260,41108,N,N,N
422292,2017-08-09,2017-08-22,2019-05-29,73,63262,N,N,Y
422333,2017-08-09,2018-10-13,2019-06-13,40,127509,N,N,N
422784,2017-08-10,2017-08-10,2019-06-18,36,49498,N,N,N
422828,2017-08-10,2017-08-17,2019-06-14,66,46549,N,N,Y
422957,2017-08-10,2017-08-10,2019-06-17,38,49962,N,N,Y
423767,2017-08-11,2018-03-22,2019-06-08,35,120915,N,N,N
423818,2017-08-11,2017-08-11,2019-06-17,49,85453,N,N,Y
424123,2017-08-11,2017-11-23,2019-06-14,182,46271,N,Y,Y
424257,2017-08-11,2017-08-11,2019-06-11,111,61967,N,N,Y
424264,2017-08-11,2017-08-11,2019-06-05,94,26427,N,Y,N
424295,2017-08-11,2017-08-14,2019-06-04,86,115168,N,N,Y
424411,2017-08-11,2017-10-14,2019-06-16,135,33725,N,Y,Y
424595,2017-08-12,2018-02-20,2019-06-17,73,44195,N,Y,Y
424685,2017-08-12,2017-08-12,2019-05-26,37,88803,N,N,Y
424705,2017-08-12,2017-08-13,2019-06-13,167,37088,Y,N,N
425100,2017-08-13,2017-08-13,2019-06-03,37,76920,N,N,Y
425268,2017-08-13,2017-08-15,2019-06-13,145,79425,N,N,Y
425374,2017-08-13,2019-04-25,2019-06-11,12,62593,N,N,N
425576,2017-08-14,2017-08-14,2019-06-11,120,60708,N,N,Y
425701,2017-08-14,2017-08-16,2019-06-18,74,73301,N,N,Y
425747,2017-08-14,2017-08-15,2019-06-15,47,82267,N,N,Y
425754,2017-08-14,2017-08-17,2019-06-14,16,90431,N,N,Y
425791,2017-08-14,2017-08-15,2019-06-15,124,42021,N,Y,Y
425802,2017-08-14,2019-02-08,2019-06-17,17,69569,N,N,N
425941,2017-08-14,2017-08-14,2019-06-15,106,80368,N,N,Y
425952,2017-08-14,2017-08-16,2019-06-15,92,78588,N,N,Y
426044,2017-08-14,2017-08-14,2019-06-18,185,56877,N,N,Y
427028,2017-08-15,2017-08-15,2019-06-16,119,86480,N,N,N
427236,2017-08-16,2018-07-09,2019-05-31,18,72342,N,N,Y
427276,2017-08-16,2017-10-16,2019-06-13,124,30669,N,Y,Y
427298,2017-08-16,2017-08-16,2019-06-15,41,36931,N,N,Y
427717,2017-08-16,2017-08-16,2019-06-17,188,34891,Y,N,Y
427828,2017-08-16,2017-08-16,2019-05-27,22,74650,N,N,Y
427856,2017-08-16,2017-08-17,2019-06-13,24,50660,N,N,Y
428110,2017-08-16,2018-02-13,2019-06-18,39,69003,N,N,Y
428236,2017-08-16,2017-08-30,2019-06-16,107,51659,N,N,Y
428237,2017-08-16,2017-08-18,2019-06-09,143,149249,N,N,N
428338,2017-08-17,2017-08-20,2019-06-18,76,53849,N,N,N
428358,2017-08-17,2017-09-13,2019-06-18,123,92716,N,N,Y
428401,2017-08-17,2018-07-22,2019-06-18,29,124057,N,N,Y
428419,2017-08-17,2017-08-17,2019-06-15,95,45409,N,N,Y
428439,2017-08-17,2017-08-17,2019-06-16,85,131178,N,Y,Y
428440,2017-08-17,2017-08-18,2019-06-14,72,43778,N,N,Y
428645,2017-08-17,2017-08-21,2019-06-18,280,25188,N,Y,N
428750,2017-08-17,2017-08-17,2019-06-16,186,50997,N,Y,Y
428852,2017-08-17,2017-08-17,2019-06-18,225,33908,N,Y,Y
428855,2017-08-17,2019-01-30,2019-06-16,37,73224,N,N,Y
428943,2017-08-17,2017-08-17,2019-06-07,39,104211,N,N,N
428992,2017-08-17,2017-08-18,2019-06-09,36,61514,N,N,Y
428999,2017-08-17,2018-03-20,2019-06-09,70,91830,N,N,Y
429102,2017-08-17,2017-08-19,2019-05-30,32,216644,N,N,N
429311,2017-08-17,2017-12-07,2019-06-09,44,88509,N,N,Y
429395,2017-08-17,2017-08-18,2019-06-17,124,61905,N,N,Y
429495,2017-08-18,2017-11-07,2019-06-18,97,47831,N,N,Y
429649,2017-08-18,2019-04-15,2019-06-13,13,78889,N,N,Y
429779,2017-08-18,2017-08-18,2019-06-13,136,42804,N,N,Y
430019,2017-08-18,2017-08-18,2019-06-15,45,100290,N,N,N
430211,2017-08-18,2018-05-09,2019-06-10,57,74824,N,N,Y
430379,2017-08-18,2017-08-18,2019-06-16,46,90841,N,N,N
430769,2017-08-19,2018-08-23,2019-06-14,24,59755,N,N,N
430781,2017-08-19,2018-01-12,2019-06-11,36,80215,N,N,Y
430888,2017-08-19,2017-08-19,2019-06-15,53,59352,N,N,N
430889,2017-08-19,2018-03-12,2019-06-17,127,46037,N,Y,Y
430972,2017-08-19,2017-08-19,2019-06-18,224,35549,N,Y,N
431122,2017-08-19,2017-08-19,2019-06-13,71,51385,N,N,N
431530,2017-08-20,2017-08-20,2019-06-06,23,112249,N,N,Y
431750,2017-08-20,2017-08-21,2019-06-14,145,55635,N,N,Y
431773,2017-08-20,2017-08-20,2019-06-12,30,78807,N,N,Y
431791,2017-08-20,2019-04-22,2019-06-10,9,68930,N,N,Y
431846,2017-08-20,2017-08-21,2019-06-13,25,62346,N,N,Y
431927,2017-08-20,2018-04-10,2019-06-15,41,32188,N,Y,N
431959,2017-08-20,2017-11-05,2019-06-16,66,79443,N,N,Y
431976,2017-08-20,2017-08-20,2019-06-16,77,139076,N,N,N
432157,2017-08-21,2017-12-26,2019-06-16,20,84067,N,N,Y
432182,2017-08-21,2017-08-21,2019-06-17,63,32477,N,Y,Y
432201,2017-08-21,2017-08-21,2019-06-13,101,68030,N,N,Y
432330,2017-08-21,2017-08-21,2019-06-04,78,61919,N,N,Y
432416,2017-08-21,2017-08-21,2019-06-16,165,38397,N,Y,Y
432614,2017-08-21,2017-08-24,2019-06-17,42,52659,N,N,Y
432802,2017-08-21,2017-08-21,2019-06-15,94,36535,N,N,Y
432926,2017-08-21,2017-08-21,2019-06-13,49,84182,N,N,N
432935,2017-08-21,2017-11-29,2019-06-18,124,26767,N,Y,N
432939,2017-08-21,2017-08-22,2019-06-11,80,84207,N,N,Y
433271,2017-08-21,2017-09-01,2019-06-17,63,48197,N,N,Y
433286,2017-08-21,2017-08-27,2019-06-12,72,98229,N,N,Y
433424,2017-08-22,2017-08-22,2019-06-15,72,63171,N,N,Y
433821,2017-08-22,2017-08-25,2019-06-18,105,74198,N,N,Y
433945,2017-08-22,2017-08-23,2019-06-17,99,55528,N,N,N
434143,2017-08-22,2017-08-23,2019-06-17,121,56599,N,N,Y
434447,2017-08-22,2017-08-23,2019-06-17,38,65924,N,N,Y
434683,2017-08-23,2017-08-25,2019-06-17,151,49116,N,Y,Y
434717,2017-08-23,2017-08-23,2019-06-15,53,57381,N,N,N
434731,2017-08-23,2017-08-23,2019-06-17,162,68801,Y,N,Y
435139,2017-08-23,2017-09-22,2019-06-17,149,28616,N,Y,Y
435262,2017-08-23,2017-08-23,2019-06-16,87,65327,N,N,Y
435432,2017-08-23,2017-08-23,2019-06-18,107,57810,N,Y,N
435458,2017-08-23,2017-08-23,2019-06-18,37,54288,N,N,Y
435596,2017-08-23,2017-08-23,2019-06-14,50,66525,N,N,Y
435600,2017-08-23,2017-11-30,2019-06-13,116,107754,N,N,Y
435710,2017-08-23,2017-08-23,2019-06-17,236,68888,N,N,Y
435732,2017-08-23,2017-09-01,2019-06-12,45,61475,N,N,N
435735,2017-08-23,2017-08-23,2019-06-11,45,92439,N,N,N
435801,2017-08-23,2017-08-30,2019-06-17,84,41736,N,Y,Y
435831,2017-08-23,2017-08-24,2019-06-13,137,37375,N,N,N
435902,2017-08-24,2018-01-24,2019-06-16,106,50440,N,N,Y
436024,2017-08-24,2017-11-15,2019-06-13,43,77304,N,N,Y
436186,2017-08-24,2018-12-02,2019-06-18,48,55782,N,N,Y
436312,2017-08-24,2017-08-30,2019-06-18,85,38034,N,Y,Y
436503,2017-08-24,2017-08-24,2019-06-13,75,91335,N,N,Y
436737,2017-08-24,2017-08-24,2019-06-13,36,55852,N,N,Y
436971,2017-08-24,2018-01-02,2019-06-13,14,51704,N,N,Y
437204,2017-08-25,2018-07-26,2019-06-12,43,77824,N,N,N
437297,2017-08-25,2017-08-25,2019-06-18,312,31252,Y,N,Y
437484,2017-08-25,2017-08-25,2019-06-17,66,80675,N,N,Y
437724,2017-08-25,2017-09-04,2019-06-15,98,84950,N,N,Y
437734,2017-08-25,2017-08-28,2019-06-17,72,57121,N,N,N
437833,2017-08-25,2018-04-15,2019-06-12,104,64449,N,N,N
438024,2017-08-25,2017-08-26,2019-06-03,18,89627,N,N,Y
438380,2017-08-25,2019-01-19,2019-06-08,15,56802,N,N,Y
438399,2017-08-25,2017-08-25,2019-06-15,25,78504,N,N,N
438714,2017-08-26,2017-08-28,2019-06-14,97,62578,N,N,Y
439093,2017-08-26,2017-09-02,2019-05-26,20,106544,N,N,Y
439244,2017-08-27,2017-09-22,2019-06-05,102,67238,N,N,Y
439325,2017-08-27,2017-08-28,2019-06-12,47,92845,N,N,Y
439407,2017-08-27,2017-08-27,2019-06-17,35,59978,N,N,N
439445,2017-08-27,2017-10-11,2019-06-14,102,96234,N,N,N
439536,2017-08-27,2018-09-09,2019-06-13,15,34964,N,N,Y
439902,2017-08-27,2017-09-19,2019-06-15,67,49756,N,N,Y
439967,2017-08-27,2019-01-24,2019-06-17,15,96909,N,N,Y
439999,2017-08-27,2017-08-28,2019-06-17,80,90900,N,N,Y
440038,2017-08-27,2017-08-30,2019-06-12,109,77319,N,N,Y
440147,2017-08-28,2017-10-25,2019-06-13,47,66894,N,N,Y
440150,2017-08-28,2017-08-29,2019-06-18,156,32650,N,N,N
440208,2017-08-28,2017-08-28,2019-06-16,14,74000,N,N,Y
440287,2017-08-28,2017-08-28,2019-05-25,12,74445,N,N,Y
440439,2017-08-28,2017-08-28,2019-06-17,244,54196,N,N,Y
440485,2017-08-28,2017-09-07,2019-06-17,259,29304,N,Y,Y
440561,2017-08-28,2017-08-31,2019-06-15,44,72600,N,N,Y
440628,2017-08-28,2017-09-04,2019-06-18,70,62222,N,N,N
440660,2017-08-28,2017-08-28,2019-06-18,40,79074,N,N,Y
440731,2017-08-28,2018-07-21,2019-06-18,98,34022,N,Y,Y
440755,2017-08-28,2017-08-29,2019-06-16,26,78437,N,N,Y
440935,2017-08-28,2017-08-28,2019-06-18,85,42123,N,Y,N
440985,2017-08-28,2017-08-30,2019-06-12,94,84358,N,N,Y
441148,2017-08-28,2017-09-14,2019-06-18,38,30143,N,Y,N
441202,2017-08-28,2017-08-31,2019-06-18,208,46719,N,N,Y
441375,2017-08-29,2017-08-31,2019-06-17,376,34387,N,N,Y
441497,2017-08-29,2017-08-29,2019-06-18,125,45036,N,Y,N
441517,2017-08-29,2017-08-29,2019-06-14,117,23391,N,Y,N
441848,2017-08-29,2017-08-29,2019-06-18,80,84615,N,N,Y
442350,2017-08-29,2019-01-14,2019-06-04,18,100715,N,N,Y
442386,2017-08-29,2017-08-30,2019-06-18,179,32612,N,Y,Y
442482,2017-08-30,2018-03-04,2019-06-15,82,91558,N,N,N
442790,2017-08-30,2017-08-30,2019-06-16,127,23590,N,Y,N
442909,2017-08-30,2017-08-31,2019-06-10,105,102667,N,N,Y
442966,2017-08-30,2017-09-11,2019-06-15,120,42069,N,N,Y
443055,2017-08-30,2017-08-30,2019-06-17,67,107448,N,N,Y
443338,2017-08-30,2017-08-30,2019-06-16,201,31184,N,Y,Y
443368,2017-08-30,2017-12-11,2019-05-31,19,96462,N,N,Y
443459,2017-08-30,2017-08-31,2019-06-18,390,27552,N,Y,Y
443465,2017-08-30,2017-10-09,2019-06-17,25,81283,N,N,Y
443545,2017-08-31,2017-08-31,2019-06-18,24,55471,N,N,Y
443686,2017-08-31,2017-08-31,2019-06-18,279,34059,N,Y,Y
444169,2017-08-31,2017-08-31,2019-06-11,166,44190,N,N,Y
