회원번호,가입일,첫구매일,최종구매일,누적구매횟수,평균주문금액,멤버쉽가입,신규멤버쉽가입,광고문자수신동의
84,2015-05-13,2015-06-02,2019-06-18,302,124232,N,N,Y
107,2015-05-14,2015-06-04,2019-06-18,93,84372,N,N,Y
117,2015-05-14,2015-05-31,2019-06-18,271,40478,N,Y,Y
368,2015-05-22,2015-06-17,2019-06-07,36,52326,N,N,Y
402,2015-05-25,2015-06-12,2019-06-07,35,74751,N,N,Y
455,2015-05-29,2015-05-29,2019-06-16,694,57446,N,N,Y
559,2015-06-03,2015-06-03,2019-06-12,251,87309,N,N,Y
584,2015-06-03,2015-06-03,2019-06-11,314,40047,N,N,N
672,2015-06-03,2015-06-23,2019-06-13,106,89977,N,N,Y
971,2015-06-04,2015-06-15,2019-06-18,538,38231,N,Y,N
1028,2015-06-05,2015-08-25,2019-06-17,528,35432,N,Y,Y
1138,2015-06-06,2015-06-09,2019-06-18,114,58472,N,N,Y
1140,2015-06-06,2015-06-22,2019-06-17,145,42111,N,Y,Y
1154,2015-06-06,2015-06-06,2019-06-18,319,56257,N,N,N
1155,2015-06-06,2015-06-22,2019-06-16,110,89583,N,N,Y
1156,2015-06-06,2015-06-12,2019-06-16,172,59480,N,N,Y
1170,2015-06-06,2015-06-06,2019-06-17,203,52832,N,N,N
1202,2015-06-06,2015-06-06,2019-06-16,113,63808,N,N,Y
1203,2015-06-06,2015-06-09,2019-06-17,156,64990,N,N,Y
1208,2015-06-06,2015-10-28,2019-06-13,86,57300,N,N,Y
1211,2015-06-06,2015-06-13,2019-06-17,134,66178,N,N,N
1231,2015-06-06,2017-08-29,2019-06-17,28,110714,N,N,Y
1243,2015-06-07,2015-06-10,2019-06-13,116,71598,N,N,Y
1645,2015-06-09,2015-08-07,2019-06-17,78,50650,N,N,Y
2073,2015-06-11,2016-06-02,2019-06-17,81,100697,N,N,Y
2078,2015-06-11,2018-10-13,2019-06-18,48,62588,N,N,Y
2100,2015-06-11,2015-06-11,2019-06-17,272,66912,N,N,Y
2140,2015-06-11,2015-06-11,2019-06-14,153,36096,N,N,N
2173,2015-06-11,2015-06-11,2019-06-11,40,78558,N,N,Y
2336,2015-06-11,2015-06-11,2019-06-17,231,49425,N,N,Y
2563,2015-06-12,2015-06-13,2019-06-07,36,50222,N,N,Y
2588,2015-06-12,2016-06-09,2019-06-18,84,49793,N,N,Y
2688,2015-06-13,2015-06-25,2019-06-13,57,50296,N,N,Y
2784,2015-06-15,2015-06-15,2019-06-18,495,37297,N,Y,Y
2796,2015-06-15,2015-06-17,2019-06-13,223,52527,N,N,Y
2848,2015-06-15,2015-12-09,2019-06-06,53,91503,N,N,Y
2851,2015-06-15,2015-06-24,2019-06-15,253,71473,N,N,Y
2853,2015-06-16,2015-06-19,2019-06-16,392,74595,N,N,Y
3092,2015-06-17,2015-06-24,2019-06-14,235,46622,N,N,Y
3106,2015-06-17,2015-06-17,2019-06-18,1253,23479,Y,N,N
3112,2015-06-17,2015-06-23,2019-06-17,163,80317,N,N,Y
3198,2015-06-18,2015-06-18,2019-06-07,89,76540,N,N,Y
3369,2015-06-19,2015-06-23,2019-06-08,173,72979,N,N,Y
3540,2015-06-19,2015-07-08,2019-06-12,157,68996,N,N,Y
3614,2015-06-20,2015-06-29,2019-06-16,147,57619,N,N,N
3619,2015-06-21,2015-09-17,2019-06-14,231,25202,N,Y,N
3651,2015-06-21,2015-06-22,2019-06-18,193,54445,N,N,Y
3760,2015-06-22,2015-08-11,2019-06-15,91,70020,N,N,Y
3765,2015-06-22,2015-06-22,2019-06-17,252,50401,N,N,Y
3775,2015-06-22,2015-06-22,2019-06-18,509,30838,Y,N,Y
3781,2015-06-22,2015-06-24,2019-06-10,396,36901,N,N,Y
3903,2015-06-23,2016-01-04,2019-06-16,176,49112,N,N,N
3928,2015-06-23,2015-06-23,2019-05-23,29,87147,N,N,N
3969,2015-06-23,2015-06-23,2019-06-14,31,105599,N,N,Y
4018,2015-06-23,2015-06-23,2019-06-05,26,60007,N,N,Y
4196,2015-06-24,2015-06-24,2019-06-13,583,55721,N,N,N
4198,2015-06-24,2016-01-15,2019-06-14,76,100935,N,N,Y
4229,2015-06-24,2015-06-24,2019-06-15,237,51548,N,N,Y
4264,2015-06-25,2018-11-13,2019-06-17,47,54740,N,Y,N
4298,2015-06-25,2015-06-26,2019-06-17,289,80142,N,N,N
4330,2015-06-25,2015-06-26,2019-05-25,261,76510,N,N,Y
4371,2015-06-26,2015-06-26,2019-06-07,95,88121,N,N,Y
4385,2015-06-26,2015-06-26,2019-06-15,223,40136,N,N,N
4399,2015-06-26,2015-06-29,2019-06-16,286,59792,N,N,Y
4468,2015-06-29,2015-06-29,2019-06-16,355,81834,N,N,Y
4485,2015-06-29,2016-01-27,2019-06-15,74,58456,N,N,Y
4588,2015-06-29,2015-06-30,2019-06-13,106,68086,N,N,Y
4692,2015-06-30,2015-06-30,2019-06-10,137,97122,N,N,Y
4694,2015-06-30,2015-06-30,2019-06-18,155,37991,N,N,Y
4742,2015-07-01,2015-07-01,2019-06-18,90,39514,N,N,N
4751,2015-07-01,2016-05-17,2019-06-14,153,79595,N,N,Y
4784,2015-07-01,2015-12-15,2019-06-16,101,62970,N,N,Y
4799,2015-07-01,2019-01-22,2019-06-17,18,73049,N,N,Y
4919,2015-07-02,2015-07-03,2019-06-16,112,94096,N,N,N
5073,2015-07-06,2016-08-01,2019-06-16,191,73845,N,N,Y
5104,2015-07-06,2015-07-06,2019-06-16,87,96256,N,N,Y
5192,2015-07-07,2015-07-07,2019-06-04,94,79264,N,N,Y
5202,2015-07-07,2015-07-07,2019-06-13,59,68187,N,N,Y
5287,2015-07-08,2015-07-17,2019-06-13,146,80573,N,N,Y
5433,2015-07-09,2019-02-23,2019-05-28,12,80905,N,N,N
5628,2015-07-10,2015-07-10,2019-06-17,219,43556,N,Y,N
8901,2015-07-13,2015-07-13,2019-06-06,189,48308,N,N,Y
9930,2015-07-14,2016-03-25,2019-06-17,41,84284,N,N,N
10085,2015-07-14,2015-07-17,2019-06-17,120,71308,N,N,Y
10153,2015-07-15,2015-12-23,2019-06-09,159,51298,N,N,N
10210,2015-07-15,2015-11-05,2019-06-13,166,54196,N,N,Y
11256,2015-07-16,2015-07-16,2019-06-15,526,50485,N,N,Y
11509,2015-07-16,2015-07-16,2019-06-16,38,34765,N,Y,Y
12569,2015-07-16,2015-07-17,2019-06-15,95,59318,N,N,Y
14142,2015-07-17,2018-01-24,2019-06-12,96,33734,N,Y,Y
18313,2015-07-20,2015-07-21,2019-06-17,577,35679,N,Y,Y
20098,2015-07-22,2015-08-19,2019-06-11,146,45722,N,N,Y
20389,2015-07-22,2015-07-22,2019-06-14,142,69599,N,N,Y
22246,2015-07-23,2015-07-23,2019-06-14,126,65023,N,Y,Y
22774,2015-07-23,2015-07-24,2019-06-15,61,74881,N,N,Y
24247,2015-07-24,2015-07-24,2019-06-13,207,64204,N,N,Y
24969,2015-07-24,2016-01-26,2019-06-16,175,74116,N,N,Y
26073,2015-07-26,2015-07-27,2019-06-18,228,68224,N,N,Y
26145,2015-07-27,2017-08-30,2019-06-13,186,30561,N,Y,Y
26178,2015-07-27,2015-08-11,2019-06-16,195,29264,N,Y,Y
26253,2015-07-27,2015-07-27,2019-06-18,164,51494,N,Y,Y
26313,2015-07-27,2015-07-27,2019-06-18,135,62484,N,N,Y
26479,2015-07-28,2015-08-14,2019-06-14,82,51576,N,N,Y
26663,2015-07-29,2015-07-29,2019-06-05,20,62332,N,N,Y
26753,2015-07-29,2016-03-20,2019-06-04,122,93158,N,N,Y
26818,2015-07-30,2015-08-05,2019-06-17,134,58438,N,N,Y
27139,2015-08-01,2015-08-06,2019-06-18,168,57527,N,N,Y
27189,2015-08-03,2015-08-31,2019-06-17,46,85234,N,N,N
27460,2015-08-06,2015-08-13,2019-06-14,422,24886,N,Y,Y
27559,2015-08-09,2015-08-10,2019-06-15,244,53428,N,N,Y
27618,2015-08-10,2018-01-17,2019-06-09,84,54395,N,N,N
27625,2015-08-10,2015-08-10,2019-06-17,295,63229,N,N,Y
27646,2015-08-10,2015-08-10,2019-06-18,212,51170,N,Y,Y
27649,2015-08-10,2015-11-17,2019-06-17,127,61739,N,N,Y
27717,2015-08-11,2015-08-11,2019-06-17,225,64485,N,Y,N
27729,2015-08-11,2015-08-11,2019-06-16,311,56478,N,N,Y
27772,2015-08-12,2015-08-13,2019-06-14,198,52498,N,N,Y
27775,2015-08-12,2015-08-12,2019-06-15,110,64125,N,N,Y
27809,2015-08-12,2018-03-14,2019-06-11,53,45398,N,Y,Y
27955,2015-08-12,2015-08-20,2019-06-16,196,71334,N,N,N
27966,2015-08-12,2016-02-14,2019-06-13,97,66172,N,N,N
27991,2015-08-13,2015-08-30,2019-06-17,193,34381,N,Y,Y
28004,2015-08-13,2015-08-13,2019-06-17,90,61865,N,N,N
28055,2015-08-13,2015-08-13,2019-06-16,176,55233,N,N,N
28057,2015-08-13,2015-08-13,2019-06-12,66,32089,N,Y,Y
28103,2015-08-14,2019-05-16,2019-06-09,6,85510,N,N,N
28103,2015-08-14,2015-10-29,2019-06-09,6,85510,N,N,Y
28137,2015-08-14,2015-08-14,2019-06-17,172,72117,N,N,Y
28162,2015-08-15,2015-08-18,2019-06-18,457,29617,N,Y,Y
28204,2015-08-16,2015-08-23,2019-06-18,79,46675,N,Y,Y
28321,2015-08-18,2015-08-21,2019-06-17,141,60165,N,Y,Y
28579,2015-08-20,2015-08-20,2019-06-10,67,45519,N,N,Y
28663,2015-08-21,2015-08-21,2019-06-17,213,65083,N,N,Y
28761,2015-08-24,2015-08-24,2019-06-17,169,83073,N,N,Y
28867,2015-08-25,2015-08-26,2019-06-18,177,78466,N,N,N
28934,2015-08-26,2015-08-26,2019-06-15,248,46516,N,N,N
28998,2015-08-27,2015-08-27,2019-05-31,40,80776,N,N,Y
29069,2015-08-28,2015-08-28,2019-06-14,171,51349,N,Y,N
29104,2015-08-28,2015-08-28,2019-06-15,104,76120,N,N,Y
29239,2015-08-30,2015-09-10,2019-06-12,265,54153,N,N,Y
29267,2015-08-30,2015-08-30,2019-06-16,224,61685,N,N,Y
29285,2015-08-31,2015-09-07,2019-06-14,204,55657,N,Y,Y
29318,2015-08-31,2015-12-17,2019-05-31,26,93106,N,N,Y
29450,2015-09-01,2015-09-21,2019-06-09,226,70317,N,N,N
29568,2015-09-02,2015-09-04,2019-06-10,78,45063,N,N,Y
29852,2015-09-03,2015-09-04,2019-05-31,63,124504,N,N,Y
30034,2015-09-03,2015-09-08,2019-06-13,104,78687,N,N,Y
30190,2015-09-04,2015-09-04,2019-06-09,70,127447,N,N,N
30302,2015-09-04,2015-09-04,2019-06-12,232,29085,N,N,Y
30478,2015-09-04,2015-09-06,2019-06-05,287,68792,N,N,Y
30576,2015-09-05,2015-09-06,2019-06-15,176,79410,N,N,Y
30588,2015-09-05,2015-09-22,2019-06-14,431,46691,N,Y,N
30632,2015-09-05,2015-09-05,2019-06-12,166,63985,N,N,Y
30698,2015-09-06,2015-09-06,2019-05-27,17,90858,N,N,N
30832,2015-09-07,2015-09-07,2019-06-11,96,89756,N,N,N
31124,2015-09-08,2015-09-10,2019-06-17,182,63374,N,N,N
31190,2015-09-08,2015-09-11,2019-06-16,88,75387,N,N,N
31387,2015-09-09,2016-07-02,2019-06-08,35,72235,N,N,Y
32875,2015-09-11,2015-09-11,2019-06-09,147,75232,N,N,Y
33132,2015-09-11,2015-09-11,2019-06-12,174,39980,Y,N,Y
33804,2015-09-12,2018-04-25,2019-06-17,89,71924,N,N,N
33916,2015-09-13,2015-11-28,2019-06-18,523,42330,N,N,Y
34303,2015-09-14,2015-09-14,2019-06-09,101,66482,N,N,Y
34372,2015-09-14,2015-09-14,2019-06-13,98,52175,N,N,N
34374,2015-09-14,2015-09-14,2019-06-16,276,53377,N,N,N
34393,2015-09-14,2015-09-16,2019-06-13,94,54697,N,N,Y
34398,2015-09-14,2015-09-14,2019-06-17,318,22824,N,Y,Y
34468,2015-09-14,2015-09-15,2019-06-16,184,43490,N,N,Y
34766,2015-09-15,2015-09-15,2019-06-17,80,55558,N,N,Y
34840,2015-09-15,2015-09-15,2019-06-07,130,98946,N,N,Y
34916,2015-09-16,2015-10-05,2019-06-08,124,68015,N,N,Y
35054,2015-09-16,2015-09-16,2019-06-13,170,66492,N,N,Y
35073,2015-09-16,2015-09-24,2019-06-13,80,95326,N,N,Y
35107,2015-09-16,2015-10-09,2019-06-12,43,69849,N,N,Y
35548,2015-09-17,2017-01-04,2019-05-30,70,85302,N,N,Y
35812,2015-09-17,2015-09-17,2019-06-18,105,32222,N,Y,Y
35838,2015-09-17,2016-01-26,2019-06-13,74,77560,N,N,N
35918,2015-09-17,2015-09-17,2019-06-18,312,58936,N,N,N
35963,2015-09-17,2015-09-17,2019-06-11,102,65957,N,N,N
36114,2015-09-18,2016-03-04,2019-06-09,60,76564,N,N,Y
36121,2015-09-18,2015-09-18,2019-06-17,300,23725,N,Y,Y
37239,2015-09-18,2015-09-18,2019-06-06,29,52432,N,N,Y
37736,2015-09-20,2015-09-22,2019-06-18,309,55575,N,N,Y
38344,2015-09-21,2015-09-21,2019-06-15,87,74676,N,N,Y
39819,2015-09-22,2015-09-23,2019-06-18,39,65125,N,N,Y
39935,2015-09-23,2015-10-07,2019-06-15,319,34433,N,N,Y
40389,2015-09-23,2016-02-16,2019-06-08,88,38388,N,N,N
40501,2015-09-23,2015-09-30,2019-06-13,190,83545,N,N,N
40556,2015-09-24,2015-09-24,2019-06-16,42,61277,N,N,N
40583,2015-09-24,2015-12-23,2019-05-30,77,82817,N,N,Y
40659,2015-09-27,2018-04-04,2019-06-16,43,52283,N,N,N
40703,2015-09-29,2015-09-29,2019-06-16,115,60854,N,N,N
40795,2015-10-01,2015-12-12,2019-06-15,228,23695,Y,N,N
40859,2015-10-02,2015-10-02,2019-06-11,296,69349,N,N,Y
40879,2015-10-02,2018-11-21,2019-06-16,18,90160,N,N,Y
40943,2015-10-03,2015-10-04,2019-06-18,478,44220,N,N,N
40973,2015-10-04,2015-10-05,2019-06-17,82,58172,N,N,Y
40979,2015-10-04,2015-10-05,2019-06-18,87,62195,N,N,Y
41003,2015-10-05,2015-10-05,2019-06-09,187,46229,N,N,Y
41023,2015-10-05,2015-10-05,2019-06-17,141,61100,N,N,Y
41054,2015-10-05,2015-10-06,2019-05-23,59,152766,N,N,Y
41159,2015-10-06,2015-10-30,2019-06-16,421,28227,N,Y,Y
41259,2015-10-07,2015-10-13,2019-06-13,185,51281,N,N,Y
41380,2015-10-07,2015-10-08,2019-06-13,77,73334,N,N,N
41538,2015-10-08,2015-10-12,2019-06-12,72,77925,N,N,Y
41549,2015-10-08,2015-10-08,2019-06-15,115,46573,N,Y,Y
41618,2015-10-08,2015-11-03,2019-06-05,19,103518,N,N,N
41838,2015-10-09,2015-10-09,2019-06-18,185,72841,N,N,Y
41857,2015-10-09,2015-10-09,2019-06-17,216,61838,N,N,Y
41874,2015-10-09,2015-10-10,2019-06-17,215,36663,N,N,Y
41896,2015-10-10,2015-10-19,2019-06-15,82,52253,N,N,Y
41945,2015-10-11,2015-10-11,2019-06-15,287,23725,N,N,Y
41976,2015-10-12,2015-10-12,2019-06-16,173,40161,N,N,Y
41993,2015-10-12,2015-10-16,2019-06-18,472,33755,N,Y,N
41997,2015-10-12,2015-10-12,2019-06-18,80,50452,N,N,Y
42004,2015-10-12,2015-11-16,2019-06-18,548,33395,N,Y,Y
42011,2015-10-12,2015-10-22,2019-06-10,57,156409,N,N,N
42049,2015-10-12,2015-11-10,2019-06-10,51,58866,N,N,Y
42070,2015-10-12,2015-10-24,2019-06-15,236,68601,N,N,Y
42109,2015-10-13,2015-10-13,2019-06-16,326,30350,N,Y,N
42151,2015-10-13,2015-10-13,2019-06-18,64,53461,N,N,N
42206,2015-10-14,2015-10-15,2019-06-18,291,49679,N,Y,N
42290,2015-10-15,2015-10-15,2019-06-11,117,95262,N,N,Y
42313,2015-10-15,2015-10-15,2019-06-15,25,95121,N,N,N
42390,2015-10-16,2015-10-19,2019-06-17,155,55737,N,N,Y
42476,2015-10-17,2015-10-21,2019-06-16,225,61611,N,N,Y
42482,2015-10-18,2015-10-22,2019-06-14,134,53335,N,N,Y
42491,2015-10-18,2015-10-20,2019-06-16,232,37464,N,N,Y
42536,2015-10-19,2015-10-19,2019-06-15,53,78162,N,N,Y
43157,2015-10-20,2017-01-10,2019-06-03,48,76832,N,N,N
43239,2015-10-21,2015-10-21,2019-06-10,52,45857,N,N,Y
43249,2015-10-21,2015-10-23,2019-06-14,162,53198,N,N,Y
43260,2015-10-21,2015-10-21,2019-06-17,282,39751,N,Y,Y
43262,2015-10-21,2015-10-21,2019-06-18,148,64991,N,N,Y
43422,2015-10-22,2015-10-27,2019-06-14,177,49972,N,Y,Y
44787,2015-10-23,2015-10-23,2019-06-13,232,58167,N,N,Y
44908,2015-10-23,2015-10-23,2019-06-14,173,76076,N,N,N
45131,2015-10-23,2015-10-23,2019-06-13,494,61356,N,Y,Y
45324,2015-10-24,2015-10-30,2019-06-17,128,64430,N,N,Y
45400,2015-10-24,2015-10-27,2019-06-17,42,85284,N,N,Y
45418,2015-10-24,2015-10-24,2019-06-17,154,40073,N,Y,Y
45940,2015-10-26,2015-10-26,2019-06-08,61,115454,N,N,Y
45979,2015-10-26,2015-10-26,2019-06-15,203,71190,N,N,N
46022,2015-10-26,2015-10-27,2019-06-14,249,60525,N,N,N
46028,2015-10-26,2015-11-12,2019-06-15,130,57026,N,N,Y
46058,2015-10-26,2015-10-26,2019-06-13,7,97036,N,N,Y
46133,2015-10-26,2015-10-26,2019-06-03,110,114927,N,N,Y
46313,2015-10-26,2015-10-26,2019-06-10,101,101447,N,N,N
46535,2015-10-27,2015-10-30,2019-06-18,127,72720,N,N,Y
46620,2015-10-27,2015-11-02,2019-06-17,89,110546,N,N,Y
46694,2015-10-27,2015-10-27,2019-06-18,83,100816,N,N,Y
46901,2015-10-28,2015-11-18,2019-06-13,192,53841,N,N,Y
47018,2015-10-28,2015-10-28,2019-06-18,245,69539,N,N,N
47146,2015-10-29,2015-11-06,2019-06-17,127,67160,N,N,Y
47320,2015-10-29,2015-10-29,2019-06-09,94,58378,N,N,Y
47328,2015-10-29,2017-09-13,2019-06-18,100,78940,N,N,Y
47352,2015-10-29,2015-10-29,2019-06-18,148,57462,N,N,N
47361,2015-10-29,2015-10-29,2019-06-17,406,28347,Y,N,N
47385,2015-10-29,2015-10-29,2019-06-15,52,94658,N,N,N
47544,2015-10-30,2015-12-21,2019-06-11,186,47697,N,Y,Y
47654,2015-10-30,2015-10-30,2019-06-14,73,48780,N,N,N
47893,2015-11-01,2015-11-01,2019-06-16,62,57853,N,N,N
48060,2015-11-03,2015-11-03,2019-06-14,125,44712,N,Y,Y
48097,2015-11-03,2015-11-03,2019-06-15,45,61263,N,N,N
48119,2015-11-03,2015-11-05,2019-06-14,144,64539,N,N,N
48156,2015-11-03,2015-11-03,2019-06-17,41,42907,N,Y,Y
48160,2015-11-03,2015-11-06,2019-06-11,147,65394,N,N,Y
48184,2015-11-03,2015-11-03,2019-06-17,840,28167,N,Y,Y
48322,2015-11-04,2015-11-04,2019-06-16,288,103834,N,N,N
48409,2015-11-05,2015-11-05,2019-06-07,192,42272,N,N,N
48662,2015-11-06,2015-11-12,2019-06-18,159,57913,N,N,N
48759,2015-11-06,2016-01-05,2019-06-18,188,149263,N,N,Y
48814,2015-11-06,2018-10-17,2019-06-18,41,40854,N,N,Y
48818,2015-11-06,2018-07-22,2019-06-11,21,71544,N,N,Y
48868,2015-11-06,2015-11-07,2019-06-14,236,84613,N,N,Y
48940,2015-11-06,2015-11-10,2019-06-12,242,49212,N,N,N
49140,2015-11-07,2015-11-08,2019-05-28,77,91148,N,N,Y
49141,2015-11-07,2017-11-01,2019-06-09,11,145090,N,N,Y
49183,2015-11-07,2016-01-27,2019-06-13,132,111305,N,N,Y
49267,2015-11-08,2015-11-08,2019-06-17,656,29524,N,Y,N
49268,2015-11-08,2015-11-08,2019-06-16,78,61636,N,N,Y
49278,2015-11-08,2015-11-08,2019-06-11,178,64084,N,N,Y
49325,2015-11-08,2015-11-09,2019-06-18,164,62038,N,N,Y
49382,2015-11-09,2015-11-09,2019-05-31,131,58480,N,N,N
49410,2015-11-09,2015-11-09,2019-06-16,97,91146,N,N,N
49439,2015-11-09,2015-11-09,2019-06-16,141,128192,N,N,N
49477,2015-11-09,2015-11-16,2019-06-13,199,94582,N,N,N
49514,2015-11-09,2015-11-09,2019-06-17,280,46266,N,N,N
49526,2015-11-09,2015-11-19,2019-06-12,140,64998,N,N,Y
49532,2015-11-09,2015-11-13,2019-06-16,182,65818,N,N,Y
49539,2015-11-09,2015-11-09,2019-06-18,84,67253,N,N,Y
49570,2015-11-09,2015-11-09,2019-06-18,181,91287,N,N,Y
49595,2015-11-10,2015-11-11,2019-06-16,188,58356,N,N,N
49616,2015-11-10,2018-05-15,2019-06-09,11,130505,N,N,Y
49907,2015-11-11,2016-10-13,2019-06-11,89,64953,N,N,Y
50078,2015-11-11,2015-12-09,2019-06-17,80,67117,N,N,Y
50103,2015-11-11,2015-11-12,2019-06-10,62,58994,N,N,Y
50167,2015-11-11,2015-11-11,2019-06-17,187,26590,N,Y,Y
50384,2015-11-12,2015-11-13,2019-06-08,32,109853,N,N,Y
50553,2015-11-13,2015-11-13,2019-06-14,52,57512,N,N,Y
50555,2015-11-13,2017-08-07,2019-05-29,56,120350,N,N,Y
50625,2015-11-13,2015-11-13,2019-06-10,164,84736,N,N,Y
50726,2015-11-15,2015-11-16,2019-06-13,174,54861,N,N,Y
50729,2015-11-15,2015-11-17,2019-06-18,96,63645,N,N,Y
50754,2015-11-15,2015-11-15,2019-06-10,73,70375,N,N,Y
50795,2015-11-16,2015-12-17,2019-06-11,158,49091,N,N,Y
50915,2015-11-16,2015-11-17,2019-06-11,177,46371,N,N,Y
50940,2015-11-16,2019-03-18,2019-06-17,17,52850,N,N,N
50942,2015-11-17,2016-03-17,2019-06-18,63,54307,N,N,Y
51030,2015-11-17,2015-11-24,2019-06-11,90,70025,N,N,N
51131,2015-11-18,2015-11-18,2019-06-07,77,45501,N,N,Y
51157,2015-11-18,2015-11-26,2019-06-12,125,50028,N,N,Y
51246,2015-11-18,2015-11-19,2019-06-17,263,31300,N,Y,Y
51264,2015-11-19,2015-11-19,2019-06-13,147,64083,N,N,N
51357,2015-11-19,2015-11-19,2019-06-17,128,88080,N,N,Y
51415,2015-11-19,2015-11-19,2019-06-09,93,37253,N,N,Y
51457,2015-11-20,2015-11-20,2019-06-13,135,55516,N,N,N
51542,2015-11-20,2015-11-20,2019-06-15,212,60498,N,N,Y
51574,2015-11-21,2015-11-21,2019-06-15,152,51184,N,N,Y
51581,2015-11-21,2015-11-23,2019-06-10,77,92263,N,N,Y
51600,2015-11-21,2015-11-21,2019-06-18,225,39195,N,N,Y
51655,2015-11-22,2015-11-22,2019-06-11,65,82601,N,N,Y
51671,2015-11-22,2015-11-22,2019-06-15,486,31336,N,Y,Y
51695,2015-11-23,2018-06-22,2019-06-18,82,29225,N,Y,N
51708,2015-11-23,2015-11-23,2019-06-05,58,98460,N,N,Y
51721,2015-11-23,2017-06-18,2019-06-14,74,64116,N,N,Y
51728,2015-11-23,2015-11-23,2019-06-16,144,55258,N,N,N
51730,2015-11-23,2015-11-25,2019-06-16,124,51418,N,N,Y
51795,2015-11-23,2015-11-23,2019-06-17,233,78381,N,N,Y
51806,2015-11-23,2016-11-14,2019-06-11,71,68999,N,N,Y
51832,2015-11-24,2015-11-30,2019-06-13,121,68010,N,N,Y
51915,2015-11-24,2015-12-06,2019-06-15,201,63138,N,N,Y
51951,2015-11-24,2016-03-17,2019-06-15,42,63354,N,N,Y
52042,2015-11-25,2015-11-25,2019-06-13,37,65756,N,N,Y
52069,2015-11-25,2015-11-25,2019-06-14,105,45854,N,N,Y
52079,2015-11-25,2015-11-25,2019-06-15,125,74443,N,N,Y
52091,2015-11-25,2015-11-25,2019-06-09,86,45615,N,N,Y
52129,2015-11-25,2015-11-25,2019-06-16,305,41355,N,N,Y
52150,2015-11-25,2017-03-28,2019-05-21,4,173710,N,N,Y
52168,2015-11-25,2015-11-25,2019-06-16,178,75458,N,N,Y
52185,2015-11-25,2015-11-25,2019-06-14,57,77955,N,N,Y
52193,2015-11-25,2015-11-25,2019-06-18,45,65641,N,N,N
52210,2015-11-26,2015-11-26,2019-06-11,80,31902,N,N,Y
52229,2015-11-26,2015-11-27,2019-06-01,88,87002,N,N,Y
52241,2015-11-26,2016-02-19,2019-06-10,184,75695,N,N,Y
52246,2015-11-26,2015-11-27,2019-06-14,526,31947,N,Y,Y
52276,2015-11-26,2016-04-15,2019-06-17,215,38102,N,Y,Y
52322,2015-11-26,2015-11-27,2019-06-11,114,67278,N,N,Y
52361,2015-11-27,2015-11-27,2019-06-16,62,50674,N,N,Y
52394,2015-11-27,2015-11-27,2019-06-08,155,49471,N,N,Y
52461,2015-11-27,2015-11-27,2019-06-16,107,28347,N,N,Y
52483,2015-11-27,2016-02-12,2019-06-10,82,81190,N,N,N
52491,2015-11-27,2016-01-22,2019-06-14,179,70391,N,N,Y
52544,2015-11-28,2015-11-28,2019-06-15,123,46551,N,N,N
52642,2015-11-29,2015-11-29,2019-06-15,104,64937,N,N,N
52713,2015-11-30,2015-11-30,2019-06-18,59,126117,N,N,Y
52723,2015-11-30,2016-10-26,2019-06-16,86,70676,N,N,N
52735,2015-11-30,2015-11-30,2019-06-18,192,33167,N,Y,Y
52791,2015-11-30,2015-11-30,2019-06-12,501,34600,N,N,Y
52795,2015-11-30,2016-01-31,2019-06-15,187,88959,N,N,Y
52886,2015-12-01,2015-12-02,2019-06-18,96,64849,N,Y,N
52898,2015-12-01,2016-01-26,2019-06-17,132,33825,N,Y,Y
53003,2015-12-02,2015-12-02,2019-06-09,17,93988,N,N,Y
53095,2015-12-02,2015-12-05,2019-05-30,115,79627,N,N,Y
53195,2015-12-03,2015-12-03,2019-06-18,491,24213,N,Y,Y
53198,2015-12-03,2015-12-03,2019-06-17,119,99614,N,N,Y
53291,2015-12-03,2015-12-06,2019-06-17,720,29350,Y,N,Y
53298,2015-12-04,2015-12-04,2019-06-18,447,31356,N,Y,Y
53320,2015-12-04,2017-03-16,2019-06-07,57,38569,N,Y,N
53354,2015-12-04,2015-12-04,2019-06-14,198,35418,Y,N,Y
53437,2015-12-04,2015-12-05,2019-06-14,161,85614,N,N,Y
53477,2015-12-05,2015-12-10,2019-06-15,417,32621,N,Y,Y
53507,2015-12-06,2015-12-06,2019-06-12,231,56358,N,N,N
53517,2015-12-06,2015-12-15,2019-06-04,140,69209,N,N,Y
53522,2015-12-06,2015-12-18,2019-06-16,245,46062,N,Y,N
53541,2015-12-06,2015-12-06,2019-06-17,107,64529,N,N,N
53542,2015-12-06,2015-12-06,2019-06-11,198,97015,N,N,N
53556,2015-12-06,2015-12-13,2019-06-17,259,61296,N,N,N
53571,2015-12-06,2015-12-07,2019-06-18,132,72178,N,N,N
53586,2015-12-06,2015-12-06,2019-06-18,184,35321,N,Y,N
53683,2015-12-07,2015-12-07,2019-06-17,103,63280,N,N,Y
53684,2015-12-07,2015-12-07,2019-06-03,101,57102,N,N,Y
53745,2015-12-08,2015-12-08,2019-06-18,320,64036,N,Y,N
53822,2015-12-08,2015-12-08,2019-06-18,117,61327,N,N,N
53859,2015-12-09,2015-12-09,2019-06-17,142,78248,N,N,N
53868,2015-12-09,2015-12-09,2019-06-16,190,62556,N,N,Y
53940,2015-12-09,2016-01-06,2019-06-18,317,42714,N,N,Y
53941,2015-12-09,2015-12-18,2019-06-18,131,62927,N,N,N
